date,platform,followers,new_followers,lost_followers,net_growth,follower_growth_rate,source_type
2024-09-21,YouTube,339543,687,84,603,0.001779,Modeled from Kaggle follower count and post engagement
2024-09-22,YouTube,339959,506,90,416,0.001225,Modeled from Kaggle follower count and post engagement
2024-09-23,YouTube,340306,444,97,347,0.001021,Modeled from Kaggle follower count and post engagement
2024-09-24,YouTube,340612,393,87,306,0.000899,Modeled from Kaggle follower count and post engagement
2024-09-25,YouTube,341110,590,92,498,0.001462,Modeled from Kaggle follower count and post engagement
2024-09-26,YouTube,341550,524,84,440,0.001290,Modeled from Kaggle follower count and post engagement
2024-09-27,YouTube,341873,414,91,323,0.000946,Modeled from Kaggle follower count and post engagement
2024-09-28,YouTube,342358,568,83,485,0.001419,Modeled from Kaggle follower count and post engagement
2024-09-29,YouTube,342853,576,81,495,0.001446,Modeled from Kaggle follower count and post engagement
2024-09-30,YouTube,343710,946,89,857,0.002500,Modeled from Kaggle follower count and post engagement
2024-10-01,YouTube,344104,474,80,394,0.001146,Modeled from Kaggle follower count and post engagement
2024-10-02,YouTube,344525,509,88,421,0.001223,Modeled from Kaggle follower count and post engagement
2024-10-03,YouTube,344822,374,77,297,0.000862,Modeled from Kaggle follower count and post engagement
2024-10-04,YouTube,345205,472,89,383,0.001111,Modeled from Kaggle follower count and post engagement
2024-10-05,YouTube,345417,299,87,212,0.000614,Modeled from Kaggle follower count and post engagement
2024-10-06,YouTube,345861,529,85,444,0.001285,Modeled from Kaggle follower count and post engagement
2024-10-07,YouTube,346255,479,85,394,0.001139,Modeled from Kaggle follower count and post engagement
2024-10-08,YouTube,346826,652,81,571,0.001649,Modeled from Kaggle follower count and post engagement
2024-10-09,YouTube,347608,870,88,782,0.002255,Modeled from Kaggle follower count and post engagement
2024-10-10,YouTube,348321,791,78,713,0.002051,Modeled from Kaggle follower count and post engagement
2024-10-11,YouTube,348705,472,88,384,0.001102,Modeled from Kaggle follower count and post engagement
2024-10-12,YouTube,349512,896,89,807,0.002314,Modeled from Kaggle follower count and post engagement
2024-10-13,YouTube,350195,770,87,683,0.001954,Modeled from Kaggle follower count and post engagement
2024-10-14,YouTube,350646,537,86,451,0.001288,Modeled from Kaggle follower count and post engagement
2024-10-15,YouTube,351459,903,90,813,0.002319,Modeled from Kaggle follower count and post engagement
2024-10-16,YouTube,351880,519,98,421,0.001198,Modeled from Kaggle follower count and post engagement
2024-10-17,YouTube,352735,945,90,855,0.002430,Modeled from Kaggle follower count and post engagement
2024-10-18,YouTube,353014,361,82,279,0.000791,Modeled from Kaggle follower count and post engagement
2024-10-19,YouTube,353351,425,88,337,0.000955,Modeled from Kaggle follower count and post engagement
2024-10-20,YouTube,354070,806,87,719,0.002035,Modeled from Kaggle follower count and post engagement
2024-10-21,YouTube,354871,889,88,801,0.002262,Modeled from Kaggle follower count and post engagement
2024-10-22,YouTube,355560,781,92,689,0.001942,Modeled from Kaggle follower count and post engagement
2024-10-23,YouTube,355767,297,90,207,0.000582,Modeled from Kaggle follower count and post engagement
2024-10-24,YouTube,355972,292,87,205,0.000576,Modeled from Kaggle follower count and post engagement
2024-10-25,YouTube,356472,589,89,500,0.001405,Modeled from Kaggle follower count and post engagement
2024-10-26,YouTube,357262,877,87,790,0.002216,Modeled from Kaggle follower count and post engagement
2024-10-27,YouTube,357626,452,88,364,0.001019,Modeled from Kaggle follower count and post engagement
2024-10-28,YouTube,357677,137,86,51,0.000143,Modeled from Kaggle follower count and post engagement
2024-10-29,YouTube,358161,567,83,484,0.001353,Modeled from Kaggle follower count and post engagement
2024-10-30,YouTube,358298,227,90,137,0.000383,Modeled from Kaggle follower count and post engagement
2024-10-31,YouTube,358605,394,87,307,0.000857,Modeled from Kaggle follower count and post engagement
2024-11-01,YouTube,358946,430,89,341,0.000951,Modeled from Kaggle follower count and post engagement
2024-11-02,YouTube,359242,392,96,296,0.000825,Modeled from Kaggle follower count and post engagement
2024-11-03,YouTube,359584,437,95,342,0.000952,Modeled from Kaggle follower count and post engagement
2024-11-04,YouTube,359965,467,86,381,0.001060,Modeled from Kaggle follower count and post engagement
2024-11-05,YouTube,360392,517,90,427,0.001186,Modeled from Kaggle follower count and post engagement
2024-11-06,YouTube,360843,541,90,451,0.001251,Modeled from Kaggle follower count and post engagement
2024-11-07,YouTube,361427,675,91,584,0.001618,Modeled from Kaggle follower count and post engagement
2024-11-08,YouTube,361899,567,95,472,0.001306,Modeled from Kaggle follower count and post engagement
2024-11-09,YouTube,362421,612,90,522,0.001442,Modeled from Kaggle follower count and post engagement
2024-11-10,YouTube,362816,492,97,395,0.001090,Modeled from Kaggle follower count and post engagement
2024-11-11,YouTube,363204,481,93,388,0.001069,Modeled from Kaggle follower count and post engagement
2024-11-12,YouTube,363696,580,88,492,0.001355,Modeled from Kaggle follower count and post engagement
2024-11-13,YouTube,364374,771,93,678,0.001864,Modeled from Kaggle follower count and post engagement
2024-11-14,YouTube,365399,1121,96,1025,0.002813,Modeled from Kaggle follower count and post engagement
2024-11-15,YouTube,365795,484,88,396,0.001084,Modeled from Kaggle follower count and post engagement
2024-11-16,YouTube,366296,592,91,501,0.001370,Modeled from Kaggle follower count and post engagement
2024-11-17,YouTube,366913,718,101,617,0.001684,Modeled from Kaggle follower count and post engagement
2024-11-18,YouTube,368005,1185,93,1092,0.002976,Modeled from Kaggle follower count and post engagement
2024-11-19,YouTube,368396,481,90,391,0.001062,Modeled from Kaggle follower count and post engagement
2024-11-20,YouTube,368773,466,89,377,0.001023,Modeled from Kaggle follower count and post engagement
2024-11-21,YouTube,368942,259,90,169,0.000458,Modeled from Kaggle follower count and post engagement
2024-11-22,YouTube,369920,1066,88,978,0.002651,Modeled from Kaggle follower count and post engagement
2024-11-23,YouTube,370291,464,93,371,0.001003,Modeled from Kaggle follower count and post engagement
2024-11-24,YouTube,370361,159,89,70,0.000189,Modeled from Kaggle follower count and post engagement
2024-11-25,YouTube,370959,687,89,598,0.001615,Modeled from Kaggle follower count and post engagement
2024-11-26,YouTube,371276,405,88,317,0.000855,Modeled from Kaggle follower count and post engagement
2024-11-27,YouTube,371629,444,91,353,0.000951,Modeled from Kaggle follower count and post engagement
2024-11-28,YouTube,371935,402,96,306,0.000823,Modeled from Kaggle follower count and post engagement
2024-11-29,YouTube,372575,734,94,640,0.001721,Modeled from Kaggle follower count and post engagement
2024-11-30,YouTube,373122,642,95,547,0.001468,Modeled from Kaggle follower count and post engagement
2024-12-01,YouTube,373894,859,87,772,0.002069,Modeled from Kaggle follower count and post engagement
2024-12-02,YouTube,374404,610,100,510,0.001364,Modeled from Kaggle follower count and post engagement
2024-12-03,YouTube,375194,887,97,790,0.002110,Modeled from Kaggle follower count and post engagement
2024-12-04,YouTube,375518,421,97,324,0.000864,Modeled from Kaggle follower count and post engagement
2024-12-05,YouTube,375721,303,100,203,0.000541,Modeled from Kaggle follower count and post engagement
2024-12-06,YouTube,376511,887,97,790,0.002103,Modeled from Kaggle follower count and post engagement
2024-12-07,YouTube,376951,532,92,440,0.001169,Modeled from Kaggle follower count and post engagement
2024-12-08,YouTube,377304,442,89,353,0.000936,Modeled from Kaggle follower count and post engagement
2024-12-09,YouTube,377492,276,88,188,0.000498,Modeled from Kaggle follower count and post engagement
2024-12-10,YouTube,377889,491,94,397,0.001052,Modeled from Kaggle follower count and post engagement
2024-12-11,YouTube,378549,745,85,660,0.001747,Modeled from Kaggle follower count and post engagement
2024-12-12,YouTube,378889,432,92,340,0.000898,Modeled from Kaggle follower count and post engagement
2024-12-13,YouTube,379236,440,93,347,0.000916,Modeled from Kaggle follower count and post engagement
2024-12-14,YouTube,379653,506,89,417,0.001100,Modeled from Kaggle follower count and post engagement
2024-12-15,YouTube,380039,475,89,386,0.001017,Modeled from Kaggle follower count and post engagement
2024-12-16,YouTube,380690,746,95,651,0.001713,Modeled from Kaggle follower count and post engagement
2024-12-17,YouTube,381343,747,94,653,0.001715,Modeled from Kaggle follower count and post engagement
2024-12-18,YouTube,381939,693,97,596,0.001563,Modeled from Kaggle follower count and post engagement
2024-12-19,YouTube,382197,350,92,258,0.000676,Modeled from Kaggle follower count and post engagement
2024-12-20,YouTube,382824,722,95,627,0.001641,Modeled from Kaggle follower count and post engagement
2024-12-21,YouTube,383301,584,107,477,0.001246,Modeled from Kaggle follower count and post engagement
2024-12-22,YouTube,384325,1121,97,1024,0.002672,Modeled from Kaggle follower count and post engagement
2024-12-23,YouTube,384587,360,98,262,0.000682,Modeled from Kaggle follower count and post engagement
2024-12-24,YouTube,384965,470,92,378,0.000983,Modeled from Kaggle follower count and post engagement
2024-12-25,YouTube,385600,732,97,635,0.001650,Modeled from Kaggle follower count and post engagement
2024-12-26,YouTube,385965,466,101,365,0.000947,Modeled from Kaggle follower count and post engagement
2024-12-27,YouTube,386651,782,96,686,0.001777,Modeled from Kaggle follower count and post engagement
2024-12-28,YouTube,387231,673,93,580,0.001500,Modeled from Kaggle follower count and post engagement
2024-12-29,YouTube,388188,1045,88,957,0.002471,Modeled from Kaggle follower count and post engagement
2024-12-30,YouTube,388498,412,102,310,0.000799,Modeled from Kaggle follower count and post engagement
2024-12-31,YouTube,389062,659,95,564,0.001452,Modeled from Kaggle follower count and post engagement
2025-01-01,YouTube,389477,510,95,415,0.001067,Modeled from Kaggle follower count and post engagement
2025-01-02,YouTube,390034,653,96,557,0.001430,Modeled from Kaggle follower count and post engagement
2025-01-03,YouTube,390463,520,91,429,0.001100,Modeled from Kaggle follower count and post engagement
2025-01-04,YouTube,390914,551,100,451,0.001155,Modeled from Kaggle follower count and post engagement
2025-01-05,YouTube,391620,798,92,706,0.001806,Modeled from Kaggle follower count and post engagement
2025-01-06,YouTube,391906,380,94,286,0.000730,Modeled from Kaggle follower count and post engagement
2025-01-07,YouTube,392149,338,95,243,0.000620,Modeled from Kaggle follower count and post engagement
2025-01-08,YouTube,392366,315,98,217,0.000553,Modeled from Kaggle follower count and post engagement
2025-01-09,YouTube,393029,764,101,663,0.001690,Modeled from Kaggle follower count and post engagement
2025-01-10,YouTube,393277,348,100,248,0.000631,Modeled from Kaggle follower count and post engagement
2025-01-11,YouTube,394163,981,95,886,0.002253,Modeled from Kaggle follower count and post engagement
2025-01-12,YouTube,394769,701,95,606,0.001537,Modeled from Kaggle follower count and post engagement
2025-01-13,YouTube,395314,640,95,545,0.001381,Modeled from Kaggle follower count and post engagement
2025-01-14,YouTube,395817,600,97,503,0.001272,Modeled from Kaggle follower count and post engagement
2025-01-15,YouTube,396266,544,95,449,0.001134,Modeled from Kaggle follower count and post engagement
2025-01-16,YouTube,396874,715,107,608,0.001534,Modeled from Kaggle follower count and post engagement
2025-01-17,YouTube,397608,831,97,734,0.001849,Modeled from Kaggle follower count and post engagement
2025-01-18,YouTube,398089,581,100,481,0.001210,Modeled from Kaggle follower count and post engagement
2025-01-19,YouTube,398394,402,97,305,0.000766,Modeled from Kaggle follower count and post engagement
2025-01-20,YouTube,398778,487,103,384,0.000964,Modeled from Kaggle follower count and post engagement
2025-01-21,YouTube,399299,622,101,521,0.001306,Modeled from Kaggle follower count and post engagement
2025-01-22,YouTube,399785,585,99,486,0.001217,Modeled from Kaggle follower count and post engagement
2025-01-23,YouTube,400827,1136,94,1042,0.002606,Modeled from Kaggle follower count and post engagement
2025-01-24,YouTube,401629,898,96,802,0.002001,Modeled from Kaggle follower count and post engagement
2025-01-25,YouTube,402346,814,97,717,0.001785,Modeled from Kaggle follower count and post engagement
2025-01-26,YouTube,403101,852,97,755,0.001876,Modeled from Kaggle follower count and post engagement
2025-01-27,YouTube,403472,474,103,371,0.000920,Modeled from Kaggle follower count and post engagement
2025-01-28,YouTube,403765,388,95,293,0.000726,Modeled from Kaggle follower count and post engagement
2025-01-29,YouTube,403997,335,103,232,0.000575,Modeled from Kaggle follower count and post engagement
2025-01-30,YouTube,405027,1133,103,1030,0.002550,Modeled from Kaggle follower count and post engagement
2025-01-31,YouTube,405399,479,107,372,0.000918,Modeled from Kaggle follower count and post engagement
2025-02-01,YouTube,406442,1139,96,1043,0.002573,Modeled from Kaggle follower count and post engagement
2025-02-02,YouTube,406702,365,105,260,0.000640,Modeled from Kaggle follower count and post engagement
2025-02-03,YouTube,406897,304,109,195,0.000479,Modeled from Kaggle follower count and post engagement
2025-02-04,YouTube,407652,858,103,755,0.001856,Modeled from Kaggle follower count and post engagement
2025-02-05,YouTube,407941,397,108,289,0.000709,Modeled from Kaggle follower count and post engagement
2025-02-06,YouTube,408261,422,102,320,0.000784,Modeled from Kaggle follower count and post engagement
2025-02-07,YouTube,409020,865,106,759,0.001859,Modeled from Kaggle follower count and post engagement
2025-02-08,YouTube,409370,454,104,350,0.000856,Modeled from Kaggle follower count and post engagement
2025-02-09,YouTube,409777,514,107,407,0.000994,Modeled from Kaggle follower count and post engagement
2025-02-10,YouTube,410115,439,101,338,0.000825,Modeled from Kaggle follower count and post engagement
2025-02-11,YouTube,410905,892,102,790,0.001926,Modeled from Kaggle follower count and post engagement
2025-02-12,YouTube,411492,684,97,587,0.001429,Modeled from Kaggle follower count and post engagement
2025-02-13,YouTube,411906,519,105,414,0.001006,Modeled from Kaggle follower count and post engagement
2025-02-14,YouTube,412723,910,93,817,0.001983,Modeled from Kaggle follower count and post engagement
2025-02-15,YouTube,413225,603,101,502,0.001216,Modeled from Kaggle follower count and post engagement
2025-02-16,YouTube,413707,583,101,482,0.001166,Modeled from Kaggle follower count and post engagement
2025-02-17,YouTube,414533,930,104,826,0.001997,Modeled from Kaggle follower count and post engagement
2025-02-18,YouTube,415334,903,102,801,0.001932,Modeled from Kaggle follower count and post engagement
2025-02-19,YouTube,415707,468,95,373,0.000898,Modeled from Kaggle follower count and post engagement
2025-02-20,YouTube,415999,394,102,292,0.000702,Modeled from Kaggle follower count and post engagement
2025-02-21,YouTube,416568,668,99,569,0.001368,Modeled from Kaggle follower count and post engagement
2025-02-22,YouTube,416900,434,102,332,0.000797,Modeled from Kaggle follower count and post engagement
2025-02-23,YouTube,417206,405,99,306,0.000734,Modeled from Kaggle follower count and post engagement
2025-02-24,YouTube,417762,659,103,556,0.001333,Modeled from Kaggle follower count and post engagement
2025-02-25,YouTube,418210,551,103,448,0.001072,Modeled from Kaggle follower count and post engagement
2025-02-26,YouTube,418690,584,104,480,0.001148,Modeled from Kaggle follower count and post engagement
2025-02-27,YouTube,419221,638,107,531,0.001268,Modeled from Kaggle follower count and post engagement
2025-02-28,YouTube,420125,1012,108,904,0.002156,Modeled from Kaggle follower count and post engagement
2025-03-01,YouTube,420499,475,101,374,0.000890,Modeled from Kaggle follower count and post engagement
2025-03-02,YouTube,421366,973,106,867,0.002062,Modeled from Kaggle follower count and post engagement
2025-03-03,YouTube,422418,1162,110,1052,0.002497,Modeled from Kaggle follower count and post engagement
2025-03-04,YouTube,422911,599,106,493,0.001167,Modeled from Kaggle follower count and post engagement
2025-03-05,YouTube,423393,586,104,482,0.001140,Modeled from Kaggle follower count and post engagement
2025-03-06,YouTube,423672,380,101,279,0.000659,Modeled from Kaggle follower count and post engagement
2025-03-07,YouTube,423923,354,103,251,0.000592,Modeled from Kaggle follower count and post engagement
2025-03-08,YouTube,424151,336,108,228,0.000538,Modeled from Kaggle follower count and post engagement
2025-03-09,YouTube,424966,915,100,815,0.001921,Modeled from Kaggle follower count and post engagement
2025-03-10,YouTube,425550,693,109,584,0.001374,Modeled from Kaggle follower count and post engagement
2025-03-11,YouTube,425877,432,105,327,0.000768,Modeled from Kaggle follower count and post engagement
2025-03-12,YouTube,426234,465,108,357,0.000838,Modeled from Kaggle follower count and post engagement
2025-03-13,YouTube,426623,495,106,389,0.000913,Modeled from Kaggle follower count and post engagement
2025-03-14,YouTube,427475,955,103,852,0.001997,Modeled from Kaggle follower count and post engagement
2025-03-15,YouTube,427696,337,116,221,0.000517,Modeled from Kaggle follower count and post engagement
2025-03-16,YouTube,427884,294,106,188,0.000440,Modeled from Kaggle follower count and post engagement
2025-03-17,YouTube,428169,392,107,285,0.000666,Modeled from Kaggle follower count and post engagement
2025-03-18,YouTube,428780,719,108,611,0.001427,Modeled from Kaggle follower count and post engagement
2025-03-19,YouTube,429176,498,102,396,0.000924,Modeled from Kaggle follower count and post engagement
2025-03-20,YouTube,429571,505,110,395,0.000920,Modeled from Kaggle follower count and post engagement
2025-03-21,YouTube,430186,721,106,615,0.001432,Modeled from Kaggle follower count and post engagement
2025-03-22,YouTube,431105,1025,106,919,0.002136,Modeled from Kaggle follower count and post engagement
2025-03-23,YouTube,431699,703,109,594,0.001378,Modeled from Kaggle follower count and post engagement
2025-03-24,YouTube,432038,448,109,339,0.000785,Modeled from Kaggle follower count and post engagement
2025-03-25,YouTube,432597,668,109,559,0.001294,Modeled from Kaggle follower count and post engagement
2025-03-26,YouTube,433036,552,113,439,0.001015,Modeled from Kaggle follower count and post engagement
2025-03-27,YouTube,433622,695,109,586,0.001353,Modeled from Kaggle follower count and post engagement
2025-03-28,YouTube,434000,484,106,378,0.000872,Modeled from Kaggle follower count and post engagement
2025-03-29,YouTube,434622,729,107,622,0.001433,Modeled from Kaggle follower count and post engagement
2025-03-30,YouTube,435020,506,108,398,0.000916,Modeled from Kaggle follower count and post engagement
2025-03-31,YouTube,435325,414,109,305,0.000701,Modeled from Kaggle follower count and post engagement
2025-04-01,YouTube,435953,733,105,628,0.001443,Modeled from Kaggle follower count and post engagement
2025-04-02,YouTube,436241,397,109,288,0.000661,Modeled from Kaggle follower count and post engagement
2025-04-03,YouTube,437381,1251,111,1140,0.002613,Modeled from Kaggle follower count and post engagement
2025-04-04,YouTube,438298,1026,109,917,0.002097,Modeled from Kaggle follower count and post engagement
2025-04-05,YouTube,439292,1097,103,994,0.002268,Modeled from Kaggle follower count and post engagement
2025-04-06,YouTube,440546,1365,111,1254,0.002855,Modeled from Kaggle follower count and post engagement
2025-04-07,YouTube,441028,590,108,482,0.001094,Modeled from Kaggle follower count and post engagement
2025-04-08,YouTube,442003,1079,104,975,0.002211,Modeled from Kaggle follower count and post engagement
2025-04-09,YouTube,442890,995,108,887,0.002007,Modeled from Kaggle follower count and post engagement
2025-04-10,YouTube,443728,947,109,838,0.001892,Modeled from Kaggle follower count and post engagement
2025-04-11,YouTube,444641,1020,107,913,0.002058,Modeled from Kaggle follower count and post engagement
2025-04-12,YouTube,444914,383,110,273,0.000614,Modeled from Kaggle follower count and post engagement
2025-04-13,YouTube,445399,600,115,485,0.001090,Modeled from Kaggle follower count and post engagement
2025-04-14,YouTube,446361,1068,106,962,0.002160,Modeled from Kaggle follower count and post engagement
2025-04-15,YouTube,447014,761,108,653,0.001463,Modeled from Kaggle follower count and post engagement
2025-04-16,YouTube,447725,825,114,711,0.001591,Modeled from Kaggle follower count and post engagement
2025-04-17,YouTube,448109,494,110,384,0.000858,Modeled from Kaggle follower count and post engagement
2025-04-18,YouTube,448467,468,110,358,0.000799,Modeled from Kaggle follower count and post engagement
2025-04-19,YouTube,449207,842,102,740,0.001650,Modeled from Kaggle follower count and post engagement
2025-04-20,YouTube,449916,821,112,709,0.001578,Modeled from Kaggle follower count and post engagement
2025-04-21,YouTube,450546,739,109,630,0.001400,Modeled from Kaggle follower count and post engagement
2025-04-22,YouTube,451015,574,105,469,0.001041,Modeled from Kaggle follower count and post engagement
2025-04-23,YouTube,451768,868,115,753,0.001670,Modeled from Kaggle follower count and post engagement
2025-04-24,YouTube,452299,643,112,531,0.001175,Modeled from Kaggle follower count and post engagement
2025-04-25,YouTube,453317,1128,110,1018,0.002251,Modeled from Kaggle follower count and post engagement
2025-04-26,YouTube,453656,444,105,339,0.000748,Modeled from Kaggle follower count and post engagement
2025-04-27,YouTube,454280,738,114,624,0.001375,Modeled from Kaggle follower count and post engagement
2025-04-28,YouTube,455130,963,113,850,0.001871,Modeled from Kaggle follower count and post engagement
2025-04-29,YouTube,455666,653,117,536,0.001178,Modeled from Kaggle follower count and post engagement
2025-04-30,YouTube,456512,965,119,846,0.001857,Modeled from Kaggle follower count and post engagement
2025-05-01,YouTube,456947,549,114,435,0.000953,Modeled from Kaggle follower count and post engagement
2025-05-02,YouTube,457286,459,120,339,0.000742,Modeled from Kaggle follower count and post engagement
2025-05-03,YouTube,458439,1262,109,1153,0.002521,Modeled from Kaggle follower count and post engagement
2025-05-04,YouTube,459130,804,113,691,0.001507,Modeled from Kaggle follower count and post engagement
2025-05-05,YouTube,459655,643,118,525,0.001143,Modeled from Kaggle follower count and post engagement
2025-05-06,YouTube,460361,822,116,706,0.001536,Modeled from Kaggle follower count and post engagement
2025-05-07,YouTube,460891,639,109,530,0.001151,Modeled from Kaggle follower count and post engagement
2025-05-08,YouTube,461365,588,114,474,0.001028,Modeled from Kaggle follower count and post engagement
2025-05-09,YouTube,462026,773,112,661,0.001433,Modeled from Kaggle follower count and post engagement
2025-05-10,YouTube,462435,525,116,409,0.000885,Modeled from Kaggle follower count and post engagement
2025-05-11,YouTube,463042,726,119,607,0.001313,Modeled from Kaggle follower count and post engagement
2025-05-12,YouTube,463643,713,112,601,0.001298,Modeled from Kaggle follower count and post engagement
2025-05-13,YouTube,463868,343,118,225,0.000485,Modeled from Kaggle follower count and post engagement
2025-05-14,YouTube,464455,707,120,587,0.001265,Modeled from Kaggle follower count and post engagement
2025-05-15,YouTube,464895,552,112,440,0.000947,Modeled from Kaggle follower count and post engagement
2025-05-16,YouTube,465312,536,119,417,0.000897,Modeled from Kaggle follower count and post engagement
2025-05-17,YouTube,465668,472,116,356,0.000765,Modeled from Kaggle follower count and post engagement
2025-05-18,YouTube,466300,750,118,632,0.001357,Modeled from Kaggle follower count and post engagement
2025-05-19,YouTube,466611,426,115,311,0.000667,Modeled from Kaggle follower count and post engagement
2025-05-20,YouTube,467411,919,119,800,0.001714,Modeled from Kaggle follower count and post engagement
2025-05-21,YouTube,467972,676,115,561,0.001200,Modeled from Kaggle follower count and post engagement
2025-05-22,YouTube,468764,912,120,792,0.001692,Modeled from Kaggle follower count and post engagement
2025-05-23,YouTube,469212,568,120,448,0.000956,Modeled from Kaggle follower count and post engagement
2025-05-24,YouTube,469712,618,118,500,0.001066,Modeled from Kaggle follower count and post engagement
2025-05-25,YouTube,470426,830,116,714,0.001520,Modeled from Kaggle follower count and post engagement
2025-05-26,YouTube,470882,563,107,456,0.000969,Modeled from Kaggle follower count and post engagement
2025-05-27,YouTube,471194,428,116,312,0.000663,Modeled from Kaggle follower count and post engagement
2025-05-28,YouTube,471699,623,118,505,0.001072,Modeled from Kaggle follower count and post engagement
2025-05-29,YouTube,472601,1015,113,902,0.001912,Modeled from Kaggle follower count and post engagement
2025-05-30,YouTube,473356,873,118,755,0.001598,Modeled from Kaggle follower count and post engagement
2025-05-31,YouTube,473927,684,113,571,0.001206,Modeled from Kaggle follower count and post engagement
2025-06-01,YouTube,474646,832,113,719,0.001517,Modeled from Kaggle follower count and post engagement
2025-06-02,YouTube,474999,474,121,353,0.000744,Modeled from Kaggle follower count and post engagement
2025-06-03,YouTube,475329,446,116,330,0.000695,Modeled from Kaggle follower count and post engagement
2025-06-04,YouTube,475731,520,118,402,0.000846,Modeled from Kaggle follower count and post engagement
2025-06-05,YouTube,476068,451,114,337,0.000708,Modeled from Kaggle follower count and post engagement
2025-06-06,YouTube,476722,776,122,654,0.001374,Modeled from Kaggle follower count and post engagement
2025-06-07,YouTube,477429,825,118,707,0.001483,Modeled from Kaggle follower count and post engagement
2025-06-08,YouTube,477974,666,121,545,0.001142,Modeled from Kaggle follower count and post engagement
2025-06-09,YouTube,478732,875,117,758,0.001586,Modeled from Kaggle follower count and post engagement
2025-06-10,YouTube,479223,611,120,491,0.001026,Modeled from Kaggle follower count and post engagement
2025-06-11,YouTube,479620,509,112,397,0.000828,Modeled from Kaggle follower count and post engagement
2025-06-12,YouTube,480092,598,126,472,0.000984,Modeled from Kaggle follower count and post engagement
2025-06-13,YouTube,480503,534,123,411,0.000856,Modeled from Kaggle follower count and post engagement
2025-06-14,YouTube,481025,632,110,522,0.001086,Modeled from Kaggle follower count and post engagement
2025-06-15,YouTube,481662,757,120,637,0.001324,Modeled from Kaggle follower count and post engagement
2025-06-16,YouTube,482317,773,118,655,0.001360,Modeled from Kaggle follower count and post engagement
2025-06-17,YouTube,483154,955,118,837,0.001735,Modeled from Kaggle follower count and post engagement
2025-06-18,YouTube,483423,390,121,269,0.000557,Modeled from Kaggle follower count and post engagement
2025-06-19,YouTube,484065,761,119,642,0.001328,Modeled from Kaggle follower count and post engagement
2025-06-20,YouTube,484561,615,119,496,0.001025,Modeled from Kaggle follower count and post engagement
2025-06-21,YouTube,484841,403,123,280,0.000578,Modeled from Kaggle follower count and post engagement
2025-06-22,YouTube,485549,827,119,708,0.001460,Modeled from Kaggle follower count and post engagement
2025-06-23,YouTube,486122,686,113,573,0.001180,Modeled from Kaggle follower count and post engagement
2025-06-24,YouTube,486632,626,116,510,0.001049,Modeled from Kaggle follower count and post engagement
2025-06-25,YouTube,487062,552,122,430,0.000884,Modeled from Kaggle follower count and post engagement
2025-06-26,YouTube,487537,594,119,475,0.000975,Modeled from Kaggle follower count and post engagement
2025-06-27,YouTube,487885,468,120,348,0.000714,Modeled from Kaggle follower count and post engagement
2025-06-28,YouTube,488420,664,129,535,0.001097,Modeled from Kaggle follower count and post engagement
2025-06-29,YouTube,489168,861,113,748,0.001531,Modeled from Kaggle follower count and post engagement
2025-06-30,YouTube,489485,441,124,317,0.000648,Modeled from Kaggle follower count and post engagement
2025-07-01,YouTube,489726,367,126,241,0.000492,Modeled from Kaggle follower count and post engagement
2025-07-02,YouTube,490584,983,125,858,0.001752,Modeled from Kaggle follower count and post engagement
2025-07-03,YouTube,491077,612,119,493,0.001005,Modeled from Kaggle follower count and post engagement
2025-07-04,YouTube,491433,477,121,356,0.000725,Modeled from Kaggle follower count and post engagement
2025-07-05,YouTube,491815,502,120,382,0.000777,Modeled from Kaggle follower count and post engagement
2025-07-06,YouTube,492858,1167,124,1043,0.002121,Modeled from Kaggle follower count and post engagement
2025-07-07,YouTube,493262,529,125,404,0.000820,Modeled from Kaggle follower count and post engagement
2025-07-08,YouTube,494341,1204,125,1079,0.002187,Modeled from Kaggle follower count and post engagement
2025-07-09,YouTube,494968,752,125,627,0.001268,Modeled from Kaggle follower count and post engagement
2025-07-10,YouTube,495441,599,126,473,0.000956,Modeled from Kaggle follower count and post engagement
2025-07-11,YouTube,495996,678,123,555,0.001120,Modeled from Kaggle follower count and post engagement
2025-07-12,YouTube,496347,475,124,351,0.000708,Modeled from Kaggle follower count and post engagement
2025-07-13,YouTube,497327,1101,121,980,0.001974,Modeled from Kaggle follower count and post engagement
2025-07-14,YouTube,497672,468,123,345,0.000694,Modeled from Kaggle follower count and post engagement
2025-07-15,YouTube,498041,492,123,369,0.000741,Modeled from Kaggle follower count and post engagement
2025-07-16,YouTube,498656,737,122,615,0.001235,Modeled from Kaggle follower count and post engagement
2025-07-17,YouTube,499073,537,120,417,0.000836,Modeled from Kaggle follower count and post engagement
2025-07-18,YouTube,500011,1059,121,938,0.001879,Modeled from Kaggle follower count and post engagement
2025-07-19,YouTube,500599,717,129,588,0.001176,Modeled from Kaggle follower count and post engagement
2025-07-20,YouTube,501177,699,121,578,0.001155,Modeled from Kaggle follower count and post engagement
2025-07-21,YouTube,502269,1223,131,1092,0.002179,Modeled from Kaggle follower count and post engagement
2025-07-22,YouTube,503048,903,124,779,0.001551,Modeled from Kaggle follower count and post engagement
2025-07-23,YouTube,503643,718,123,595,0.001183,Modeled from Kaggle follower count and post engagement
2025-07-24,YouTube,504050,525,118,407,0.000808,Modeled from Kaggle follower count and post engagement
2025-07-25,YouTube,504749,827,128,699,0.001387,Modeled from Kaggle follower count and post engagement
2025-07-26,YouTube,505745,1121,125,996,0.001973,Modeled from Kaggle follower count and post engagement
