post_id,source_dataset,original_post_id,platform,post_datetime,post_date,post_hour,weekday_name,posting_time_bucket,campaign_id,campaign_name,campaign_type,content_type,content_category,sentiment,influencer_tier,hashtag_count,content_length,has_media,is_verified,impressions,reach,likes,comments,shares,saves,clicks,engagement_rate,ctr
KG-POST_01448,aviral342/social-media-engagement-dataset,POST_01448,TikTok,2024-03-11 14:55:00,2024-03-11,14,Monday,Afternoon,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Video,Food,Neutral,Macro,18,125,TRUE,FALSE,315360,253640,10786,1162,1314,515,3236,0.043687,0.010261
KG-POST_01027,aviral342/social-media-engagement-dataset,POST_01027,TikTok,2024-03-11 15:02:00,2024-03-11,15,Monday,Afternoon,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Video,Sports,Positive,Macro,21,394,TRUE,FALSE,37556,29236,36253,1970,1985,2477,472,1.136569,0.012568
KG-POST_00295,aviral342/social-media-engagement-dataset,POST_00295,Instagram,2024-03-11 16:41:00,2024-03-11,16,Monday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Education,Positive,Macro,20,218,TRUE,FALSE,4409,2675,3369,277,112,857,78,1.046723,0.017691
KG-POST_00540,aviral342/social-media-engagement-dataset,POST_00540,Instagram,2024-03-11 17:13:00,2024-03-11,17,Monday,Evening,CMP-2024-INSTAGRAM-02,2024 Spring Product Launch,Paid,Carousel,Travel,Neutral,Macro,16,1366,TRUE,FALSE,40903,36450,9918,276,215,278,614,0.261277,0.015011
KG-POST_00075,aviral342/social-media-engagement-dataset,POST_00075,LinkedIn,2024-03-11 17:49:00,2024-03-11,17,Monday,Evening,CMP-2024-LINKEDIN-02,2024 Spring Product Launch,Paid,Article,Sports,Positive,Macro,20,772,TRUE,TRUE,2025,1755,741,80,42,259,52,0.554074,0.025679
KG-POST_00185,aviral342/social-media-engagement-dataset,POST_00185,X/Twitter,2024-03-12 08:22:00,2024-03-12,8,Tuesday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Business,Positive,Macro,19,309,TRUE,FALSE,45732,31041,1223,41,780,12,721,0.044958,0.015766
KG-POST_04045,aviral342/social-media-engagement-dataset,POST_04045,X/Twitter,2024-03-12 12:18:00,2024-03-12,12,Tuesday,Afternoon,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Retweet,Entertainment,Negative,Macro,23,1061,TRUE,FALSE,25783,20341,1853,294,96,208,411,0.095063,0.015941
KG-POST_04993,aviral342/social-media-engagement-dataset,POST_04993,X/Twitter,2024-03-12 15:06:00,2024-03-12,15,Tuesday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Sports,Positive,Macro,14,1459,TRUE,FALSE,66546,43685,4562,120,1743,253,1256,0.100352,0.018874
KG-POST_03252,aviral342/social-media-engagement-dataset,POST_03252,Instagram,2024-03-12 15:43:00,2024-03-12,15,Tuesday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Travel,Positive,Micro,17,509,TRUE,FALSE,35353,29901,6503,53,285,805,474,0.216276,0.013408
KG-POST_02900,aviral342/social-media-engagement-dataset,POST_02900,Instagram,2024-03-12 15:59:00,2024-03-12,15,Tuesday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Gaming,Negative,Macro,7,962,TRUE,TRUE,34285,21362,2914,126,36,604,396,0.107336,0.011550
KG-POST_02918,aviral342/social-media-engagement-dataset,POST_02918,TikTok,2024-03-12 17:14:00,2024-03-12,17,Tuesday,Evening,ORG-TIKTOK,Organic / Always On,Organic,Video,Sports,Neutral,Macro,14,244,TRUE,FALSE,480521,429541,3637,294,741,999,6178,0.011802,0.012857
KG-POST_02402,aviral342/social-media-engagement-dataset,POST_02402,Instagram,2024-03-13 00:59:00,2024-03-13,0,Wednesday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Education,Positive,Macro,29,109,TRUE,TRUE,34942,27178,5312,350,43,594,679,0.180270,0.019432
KG-POST_04201,aviral342/social-media-engagement-dataset,POST_04201,TikTok,2024-03-13 13:56:00,2024-03-13,13,Wednesday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Video,Education,Positive,Macro,28,259,TRUE,FALSE,383936,346955,40867,75,2312,1117,6167,0.115569,0.016063
KG-POST_03518,aviral342/social-media-engagement-dataset,POST_03518,X/Twitter,2024-03-13 17:38:00,2024-03-13,17,Wednesday,Evening,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Gaming,Positive,Macro,27,1063,TRUE,FALSE,92016,64160,3095,67,1088,291,1169,0.049350,0.012704
KG-POST_02908,aviral342/social-media-engagement-dataset,POST_02908,Instagram,2024-03-13 18:46:00,2024-03-13,18,Wednesday,Evening,CMP-2024-INSTAGRAM-02,2024 Spring Product Launch,Paid,Story,Food,Positive,Macro,1,1907,TRUE,TRUE,45033,40036,1362,494,63,789,798,0.060134,0.017720
KG-POST_02946,aviral342/social-media-engagement-dataset,POST_02946,Instagram,2024-03-14 01:47:00,2024-03-14,1,Thursday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Gaming,Neutral,Macro,9,1914,TRUE,FALSE,43526,37671,8889,366,155,983,665,0.238777,0.015278
KG-POST_02268,aviral342/social-media-engagement-dataset,POST_02268,LinkedIn,2024-03-14 02:10:00,2024-03-14,2,Thursday,Late Night,ORG-LINKEDIN,Organic / Always On,Organic,Post,Fashion,Positive,Macro,19,1266,TRUE,FALSE,14113,11397,218,3,240,236,323,0.049387,0.022887
KG-POST_02480,aviral342/social-media-engagement-dataset,POST_02480,TikTok,2024-03-14 08:49:00,2024-03-14,8,Thursday,Morning,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Stitch,Gaming,Neutral,Macro,22,199,TRUE,FALSE,478354,302512,11037,1507,3013,830,5243,0.034257,0.010961
KG-POST_00138,aviral342/social-media-engagement-dataset,POST_00138,LinkedIn,2024-03-15 00:29:00,2024-03-15,0,Friday,Late Night,ORG-LINKEDIN,Organic / Always On,Organic,Post,Travel,Positive,Mid-tier,13,732,TRUE,FALSE,17424,12707,547,53,366,23,373,0.056761,0.021407
KG-POST_04967,aviral342/social-media-engagement-dataset,POST_04967,YouTube,2024-03-15 06:42:00,2024-03-15,6,Friday,Morning,ORG-YOUTUBE,Organic / Always On,Organic,Short,Fitness,Positive,Macro,28,555,FALSE,TRUE,940035,594549,17169,638,1619,1506,23638,0.022267,0.025146
KG-POST_01082,aviral342/social-media-engagement-dataset,POST_01082,Instagram,2024-03-15 06:51:00,2024-03-15,6,Friday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Entertainment,Positive,Micro,15,1129,TRUE,FALSE,9169,8132,5253,19,135,642,105,0.659723,0.011452
KG-POST_04801,aviral342/social-media-engagement-dataset,POST_04801,Instagram,2024-03-15 07:24:00,2024-03-15,7,Friday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Sports,Neutral,Macro,24,281,TRUE,FALSE,47220,41736,9305,473,180,968,581,0.231385,0.012304
KG-POST_01996,aviral342/social-media-engagement-dataset,POST_01996,LinkedIn,2024-03-15 11:59:00,2024-03-15,11,Friday,Morning,CMP-2024-LINKEDIN-02,2024 Spring Product Launch,Paid,Post,Business,Positive,Macro,14,899,TRUE,FALSE,3633,2466,1983,49,165,158,104,0.648225,0.028626
KG-POST_02184,aviral342/social-media-engagement-dataset,POST_02184,X/Twitter,2024-03-15 16:18:00,2024-03-15,16,Friday,Afternoon,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Thread,Travel,Neutral,Macro,8,367,TRUE,TRUE,22500,19528,476,224,558,8,377,0.056267,0.016756
KG-POST_01986,aviral342/social-media-engagement-dataset,POST_01986,Instagram,2024-03-16 01:11:00,2024-03-16,1,Saturday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Travel,Negative,Macro,8,697,TRUE,FALSE,22066,13833,7788,269,189,829,267,0.411266,0.012100
KG-POST_01592,aviral342/social-media-engagement-dataset,POST_01592,YouTube,2024-03-16 10:10:00,2024-03-16,10,Saturday,Morning,CMP-2024-YOUTUBE-02,2024 Spring Product Launch,Paid,Live,Fashion,Negative,Macro,6,224,FALSE,FALSE,619531,470965,472,560,1755,550,7368,0.005386,0.011893
KG-POST_03938,aviral342/social-media-engagement-dataset,POST_03938,Instagram,2024-03-16 11:01:00,2024-03-16,11,Saturday,Morning,CMP-2024-INSTAGRAM-02,2024 Spring Product Launch,Paid,Story,Lifestyle,Negative,Macro,27,1871,TRUE,FALSE,22734,16280,3166,294,206,849,197,0.198601,0.008665
KG-POST_00891,aviral342/social-media-engagement-dataset,POST_00891,LinkedIn,2024-03-16 12:32:00,2024-03-16,12,Saturday,Afternoon,ORG-LINKEDIN,Organic / Always On,Organic,Poll,Entertainment,Positive,Macro,4,672,TRUE,FALSE,7440,5934,1475,147,103,155,193,0.252688,0.025941
KG-POST_00815,aviral342/social-media-engagement-dataset,POST_00815,TikTok,2024-03-16 14:11:00,2024-03-16,14,Saturday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Video,Fashion,Negative,Nano,25,287,TRUE,FALSE,454657,283148,23604,429,3699,811,3320,0.062779,0.007302
KG-POST_00833,aviral342/social-media-engagement-dataset,POST_00833,Instagram,2024-03-16 14:29:00,2024-03-16,14,Saturday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Food,Neutral,Macro,2,390,TRUE,FALSE,8314,7161,1130,101,199,156,120,0.190763,0.014433
KG-POST_04709,aviral342/social-media-engagement-dataset,POST_04709,TikTok,2024-03-16 15:53:00,2024-03-16,15,Saturday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Stitch,Food,Neutral,Macro,9,438,FALSE,FALSE,352938,218257,15271,1254,2194,2824,2897,0.061039,0.008208
KG-POST_00140,aviral342/social-media-engagement-dataset,POST_00140,YouTube,2024-03-16 17:13:00,2024-03-16,17,Saturday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Video,Gaming,Negative,Macro,24,38,TRUE,FALSE,935073,763684,18790,743,873,4376,16381,0.026503,0.017518
KG-POST_00348,aviral342/social-media-engagement-dataset,POST_00348,Instagram,2024-03-16 18:40:00,2024-03-16,18,Saturday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Gaming,Neutral,Macro,18,725,TRUE,FALSE,45335,30301,6374,18,181,785,616,0.162303,0.013588
KG-POST_03872,aviral342/social-media-engagement-dataset,POST_03872,Instagram,2024-03-17 07:12:00,2024-03-17,7,Sunday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Entertainment,Negative,Mid-tier,7,1404,TRUE,FALSE,1706,1233,5270,429,62,933,18,3.923798,0.010551
KG-POST_04478,aviral342/social-media-engagement-dataset,POST_04478,X/Twitter,2024-03-17 11:53:00,2024-03-17,11,Sunday,Morning,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Tweet,Fitness,Neutral,Micro,18,371,TRUE,TRUE,45001,38444,4480,182,738,153,724,0.123397,0.016089
KG-POST_01594,aviral342/social-media-engagement-dataset,POST_01594,Instagram,2024-03-17 17:57:00,2024-03-17,17,Sunday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Fashion,Neutral,Macro,29,665,FALSE,FALSE,34747,26942,9482,227,99,540,440,0.297810,0.012663
KG-POST_01149,aviral342/social-media-engagement-dataset,POST_01149,TikTok,2024-03-17 21:59:00,2024-03-17,21,Sunday,Evening,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Video,Food,Positive,Macro,7,220,TRUE,TRUE,414355,316102,21718,60,3774,1588,5281,0.065499,0.012745
KG-POST_02044,aviral342/social-media-engagement-dataset,POST_02044,Instagram,2024-03-18 00:54:00,2024-03-18,0,Monday,Late Night,CMP-2024-INSTAGRAM-02,2024 Spring Product Launch,Paid,Reel,Education,Positive,Macro,23,62,TRUE,FALSE,48872,42110,3167,5,167,228,899,0.072987,0.018395
KG-POST_00503,aviral342/social-media-engagement-dataset,POST_00503,X/Twitter,2024-03-18 04:48:00,2024-03-18,4,Monday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Fitness,Negative,Micro,29,1006,TRUE,TRUE,34902,24529,53,285,1846,98,381,0.065383,0.010916
KG-POST_01163,aviral342/social-media-engagement-dataset,POST_01163,X/Twitter,2024-03-18 10:38:00,2024-03-18,10,Monday,Morning,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Tweet,Sports,Positive,Macro,19,909,TRUE,FALSE,17285,11790,3657,176,104,267,324,0.243217,0.018745
KG-POST_02893,aviral342/social-media-engagement-dataset,POST_02893,TikTok,2024-03-18 20:29:00,2024-03-18,20,Monday,Evening,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Video,Fashion,Positive,Macro,12,263,TRUE,FALSE,285981,200324,45300,1860,754,2910,3346,0.177718,0.011700
KG-POST_01332,aviral342/social-media-engagement-dataset,POST_01332,LinkedIn,2024-03-18 20:50:00,2024-03-18,20,Monday,Evening,ORG-LINKEDIN,Organic / Always On,Organic,Document,Business,Negative,Macro,17,1748,FALSE,FALSE,22635,20334,1076,29,363,35,388,0.066402,0.017142
KG-POST_04674,aviral342/social-media-engagement-dataset,POST_04674,Instagram,2024-03-19 00:55:00,2024-03-19,0,Tuesday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Lifestyle,Positive,Macro,11,1645,TRUE,FALSE,3569,2998,2660,67,81,352,54,0.885402,0.015130
KG-POST_03080,aviral342/social-media-engagement-dataset,POST_03080,YouTube,2024-03-19 03:10:00,2024-03-19,3,Tuesday,Late Night,ORG-YOUTUBE,Organic / Always On,Organic,Community Post,Business,Positive,Macro,11,205,FALSE,FALSE,651099,578567,18395,942,1848,444,12156,0.033219,0.018670
KG-POST_04081,aviral342/social-media-engagement-dataset,POST_04081,LinkedIn,2024-03-19 03:32:00,2024-03-19,3,Tuesday,Late Night,CMP-2024-LINKEDIN-02,2024 Spring Product Launch,Paid,Poll,Entertainment,Positive,Macro,13,394,TRUE,FALSE,4609,3518,1913,17,389,11,127,0.505533,0.027555
KG-POST_04924,aviral342/social-media-engagement-dataset,POST_04924,TikTok,2024-03-19 06:43:00,2024-03-19,6,Tuesday,Morning,ORG-TIKTOK,Organic / Always On,Organic,Video,Travel,Negative,Macro,6,408,TRUE,FALSE,105120,67819,9018,1841,1841,141,734,0.122156,0.006982
KG-POST_03503,aviral342/social-media-engagement-dataset,POST_03503,YouTube,2024-03-19 07:49:00,2024-03-19,7,Tuesday,Morning,ORG-YOUTUBE,Organic / Always On,Organic,Live,Business,Negative,Micro,6,573,FALSE,FALSE,660216,473510,13873,125,1399,1095,11860,0.024980,0.017964
KG-POST_01196,aviral342/social-media-engagement-dataset,POST_01196,TikTok,2024-03-19 11:16:00,2024-03-19,11,Tuesday,Morning,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Video,Entertainment,Negative,Macro,13,48,TRUE,TRUE,469995,289209,21487,998,134,2535,3645,0.053520,0.007755
KG-POST_03337,aviral342/social-media-engagement-dataset,POST_03337,YouTube,2024-03-19 20:52:00,2024-03-19,20,Tuesday,Evening,CMP-2024-YOUTUBE-02,2024 Spring Product Launch,Paid,Live,Food,Negative,Macro,0,250,TRUE,FALSE,287876,209830,14428,93,595,1309,4849,0.057056,0.016844
KG-POST_03279,aviral342/social-media-engagement-dataset,POST_03279,X/Twitter,2024-03-19 21:48:00,2024-03-19,21,Tuesday,Evening,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Sports,Positive,Macro,11,1443,TRUE,FALSE,35754,25006,3351,277,217,477,671,0.120882,0.018767
KG-POST_01574,aviral342/social-media-engagement-dataset,POST_01574,TikTok,2024-03-20 07:22:00,2024-03-20,7,Wednesday,Morning,ORG-TIKTOK,Organic / Always On,Organic,Video,Lifestyle,Positive,Macro,20,581,FALSE,FALSE,318062,235323,42008,53,2099,77,3884,0.139083,0.012211
KG-POST_00699,aviral342/social-media-engagement-dataset,POST_00699,Instagram,2024-03-20 09:54:00,2024-03-20,9,Wednesday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Technology,Positive,Macro,11,767,TRUE,FALSE,21265,13249,2540,218,221,765,383,0.176064,0.018011
KG-POST_00630,aviral342/social-media-engagement-dataset,POST_00630,X/Twitter,2024-03-20 10:36:00,2024-03-20,10,Wednesday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Lifestyle,Positive,Macro,2,1981,FALSE,TRUE,94926,81491,4890,121,1943,295,1169,0.076365,0.012315
KG-POST_01444,aviral342/social-media-engagement-dataset,POST_01444,X/Twitter,2024-03-20 18:23:00,2024-03-20,18,Wednesday,Evening,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Tweet,Lifestyle,Positive,Macro,20,1574,TRUE,FALSE,24461,14899,4701,130,260,235,342,0.217734,0.013981
KG-POST_00243,aviral342/social-media-engagement-dataset,POST_00243,YouTube,2024-03-20 22:18:00,2024-03-20,22,Wednesday,Late Night,ORG-YOUTUBE,Organic / Always On,Organic,Live,Fashion,Negative,Macro,4,113,TRUE,FALSE,936280,752417,4398,738,487,3770,13169,0.010032,0.014065
KG-POST_04735,aviral342/social-media-engagement-dataset,POST_04735,X/Twitter,2024-03-20 22:29:00,2024-03-20,22,Wednesday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Health,Positive,Macro,18,559,TRUE,TRUE,23134,14007,1674,259,1560,355,384,0.166335,0.016599
KG-POST_00843,aviral342/social-media-engagement-dataset,POST_00843,Instagram,2024-03-21 08:12:00,2024-03-21,8,Thursday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Entertainment,Neutral,Macro,1,256,FALSE,TRUE,45680,34425,2448,75,231,799,484,0.077780,0.010595
KG-POST_01632,aviral342/social-media-engagement-dataset,POST_01632,X/Twitter,2024-03-21 12:57:00,2024-03-21,12,Thursday,Afternoon,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Retweet,Health,Positive,Macro,6,795,TRUE,FALSE,46564,31309,4547,197,1752,451,553,0.149193,0.011876
KG-POST_00783,aviral342/social-media-engagement-dataset,POST_00783,X/Twitter,2024-03-21 13:38:00,2024-03-21,13,Thursday,Afternoon,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Tweet,Health,Neutral,Mid-tier,2,1971,TRUE,TRUE,68641,62273,3659,81,1334,22,1006,0.074241,0.014656
KG-POST_01160,aviral342/social-media-engagement-dataset,POST_01160,Instagram,2024-03-21 16:47:00,2024-03-21,16,Thursday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Fitness,Negative,Macro,9,1025,TRUE,FALSE,1153,998,4675,192,258,145,13,4.570685,0.011275
KG-POST_04905,aviral342/social-media-engagement-dataset,POST_04905,YouTube,2024-03-21 18:24:00,2024-03-21,18,Thursday,Evening,CMP-2024-YOUTUBE-02,2024 Spring Product Launch,Paid,Short,Health,Positive,Macro,9,567,TRUE,TRUE,177968,124117,11551,159,947,2047,3302,0.082622,0.018554
KG-POST_00465,aviral342/social-media-engagement-dataset,POST_00465,YouTube,2024-03-21 19:55:00,2024-03-21,19,Thursday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Live,Travel,Positive,Macro,9,553,FALSE,FALSE,320733,191318,16782,846,903,291,5456,0.058684,0.017011
KG-POST_04764,aviral342/social-media-engagement-dataset,POST_04764,Instagram,2024-03-21 20:05:00,2024-03-21,20,Thursday,Evening,CMP-2024-INSTAGRAM-02,2024 Spring Product Launch,Paid,Story,Entertainment,Positive,Macro,28,81,TRUE,FALSE,19598,11457,4628,220,159,250,325,0.268242,0.016583
KG-POST_02211,aviral342/social-media-engagement-dataset,POST_02211,TikTok,2024-03-21 21:42:00,2024-03-21,21,Thursday,Evening,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Duet,Health,Positive,Micro,7,156,TRUE,TRUE,215087,154719,31451,1311,1089,2719,3296,0.170024,0.015324
KG-POST_03562,aviral342/social-media-engagement-dataset,POST_03562,TikTok,2024-03-21 23:38:00,2024-03-21,23,Thursday,Late Night,ORG-TIKTOK,Organic / Always On,Organic,Video,Education,Positive,Macro,19,120,TRUE,FALSE,493812,445182,16915,1996,967,1717,6261,0.043731,0.012679
KG-POST_00738,aviral342/social-media-engagement-dataset,POST_00738,TikTok,2024-03-22 00:16:00,2024-03-22,0,Friday,Late Night,ORG-TIKTOK,Organic / Always On,Organic,Duet,Travel,Negative,Macro,29,232,TRUE,FALSE,203382,157789,2940,1773,2967,1024,1368,0.042796,0.006726
KG-POST_04150,aviral342/social-media-engagement-dataset,POST_04150,TikTok,2024-03-22 01:08:00,2024-03-22,1,Friday,Late Night,ORG-TIKTOK,Organic / Always On,Organic,Stitch,Sports,Positive,Micro,9,446,TRUE,FALSE,166424,99358,36594,688,1303,791,1999,0.236600,0.012011
KG-POST_04461,aviral342/social-media-engagement-dataset,POST_04461,X/Twitter,2024-03-22 02:46:00,2024-03-22,2,Friday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Fitness,Negative,Nano,21,1004,TRUE,FALSE,95292,86619,2720,77,162,326,1206,0.034473,0.012656
KG-POST_02315,aviral342/social-media-engagement-dataset,POST_02315,YouTube,2024-03-22 13:40:00,2024-03-22,13,Friday,Afternoon,CMP-2024-YOUTUBE-02,2024 Spring Product Launch,Paid,Video,Technology,Positive,Macro,13,111,TRUE,FALSE,126212,83825,3440,242,1578,122,2558,0.042643,0.020267
KG-POST_02404,aviral342/social-media-engagement-dataset,POST_02404,X/Twitter,2024-03-22 14:51:00,2024-03-22,14,Friday,Afternoon,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Tweet,Entertainment,Neutral,Macro,8,369,TRUE,FALSE,17767,11292,333,219,1996,257,307,0.157877,0.017279
KG-POST_03543,aviral342/social-media-engagement-dataset,POST_03543,Instagram,2024-03-22 15:19:00,2024-03-22,15,Friday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Lifestyle,Neutral,Mid-tier,28,161,TRUE,FALSE,6085,4345,3584,354,18,744,94,0.772391,0.015448
KG-POST_02619,aviral342/social-media-engagement-dataset,POST_02619,TikTok,2024-03-22 19:38:00,2024-03-22,19,Friday,Evening,ORG-TIKTOK,Organic / Always On,Organic,Video,Travel,Negative,Macro,11,210,FALSE,FALSE,71573,58345,17852,1675,3820,1432,746,0.346206,0.010423
KG-POST_02335,aviral342/social-media-engagement-dataset,POST_02335,Instagram,2024-03-23 04:03:00,2024-03-23,4,Saturday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Food,Positive,Macro,1,917,TRUE,FALSE,20661,16738,1795,414,297,77,261,0.125018,0.012632
KG-POST_00562,aviral342/social-media-engagement-dataset,POST_00562,Instagram,2024-03-23 10:38:00,2024-03-23,10,Saturday,Morning,CMP-2024-INSTAGRAM-02,2024 Spring Product Launch,Paid,Reel,Travel,Positive,Micro,8,508,TRUE,FALSE,39851,36643,975,348,85,680,469,0.052395,0.011769
KG-POST_03408,aviral342/social-media-engagement-dataset,POST_03408,YouTube,2024-03-23 15:30:00,2024-03-23,15,Saturday,Afternoon,CMP-2024-YOUTUBE-02,2024 Spring Product Launch,Paid,Live,Fashion,Positive,Macro,17,495,TRUE,FALSE,2076,1839,11912,293,1682,1391,37,7.359345,0.017823
KG-POST_04221,aviral342/social-media-engagement-dataset,POST_04221,X/Twitter,2024-03-23 16:58:00,2024-03-23,16,Saturday,Afternoon,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Thread,Entertainment,Positive,Macro,12,1981,TRUE,TRUE,32210,25818,1201,186,802,327,698,0.078112,0.021670
KG-POST_01137,aviral342/social-media-engagement-dataset,POST_01137,TikTok,2024-03-23 20:54:00,2024-03-23,20,Saturday,Evening,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Stitch,Gaming,Positive,Micro,19,526,TRUE,TRUE,400771,300450,28905,780,3617,1139,4319,0.085937,0.010777
KG-POST_04823,aviral342/social-media-engagement-dataset,POST_04823,X/Twitter,2024-03-24 09:55:00,2024-03-24,9,Sunday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Fitness,Positive,Macro,15,1953,TRUE,TRUE,87679,72411,2524,143,1634,257,1242,0.051985,0.014165
KG-POST_00730,aviral342/social-media-engagement-dataset,POST_00730,Instagram,2024-03-24 11:14:00,2024-03-24,11,Sunday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Travel,Positive,Macro,2,224,TRUE,FALSE,22709,13915,7207,320,259,356,271,0.358536,0.011934
KG-POST_04278,aviral342/social-media-engagement-dataset,POST_04278,X/Twitter,2024-03-24 11:27:00,2024-03-24,11,Sunday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Fitness,Positive,Macro,18,997,FALSE,FALSE,49951,31394,2207,68,1019,22,915,0.066385,0.018318
KG-POST_00131,aviral342/social-media-engagement-dataset,POST_00131,X/Twitter,2024-03-24 13:42:00,2024-03-24,13,Sunday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Business,Neutral,Macro,10,668,TRUE,FALSE,51708,34546,4818,48,226,162,926,0.101609,0.017908
KG-POST_00273,aviral342/social-media-engagement-dataset,POST_00273,TikTok,2024-03-24 15:01:00,2024-03-24,15,Sunday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Video,Sports,Positive,Macro,17,35,TRUE,FALSE,452812,361135,25462,748,969,571,5935,0.061284,0.013107
KG-POST_03421,aviral342/social-media-engagement-dataset,POST_03421,TikTok,2024-03-25 03:10:00,2024-03-25,3,Monday,Late Night,CMP-2024-TIKTOK-02,2024 Spring Product Launch,Paid,Video,Education,Positive,Micro,9,286,TRUE,FALSE,354835,311048,34926,1449,3341,1920,4255,0.117339,0.011991
KG-POST_03997,aviral342/social-media-engagement-dataset,POST_03997,X/Twitter,2024-03-25 09:53:00,2024-03-25,9,Monday,Morning,CMP-2024-X_TWITTER-02,2024 Spring Product Launch,Paid,Retweet,Travel,Negative,Mid-tier,1,1793,TRUE,FALSE,17552,14018,2445,186,430,7,218,0.174795,0.012420
KG-POST_04527,aviral342/social-media-engagement-dataset,POST_04527,LinkedIn,2024-03-25 13:15:00,2024-03-25,13,Monday,Afternoon,ORG-LINKEDIN,Organic / Always On,Organic,Poll,Technology,Positive,Macro,25,1756,TRUE,FALSE,29868,17515,533,147,464,241,813,0.046371,0.027220
KG-POST_00723,aviral342/social-media-engagement-dataset,POST_00723,Instagram,2024-03-26 05:17:00,2024-03-26,5,Tuesday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Sports,Positive,Mid-tier,23,1421,TRUE,FALSE,6586,4097,6311,13,87,249,82,1.011236,0.012451
KG-POST_04417,aviral342/social-media-engagement-dataset,POST_04417,X/Twitter,2024-03-26 08:43:00,2024-03-26,8,Tuesday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Entertainment,Neutral,Macro,29,1007,FALSE,FALSE,13016,10210,4062,189,977,60,157,0.406269,0.012062
KG-POST_01407,aviral342/social-media-engagement-dataset,POST_01407,TikTok,2024-03-26 09:05:00,2024-03-26,9,Tuesday,Morning,ORG-TIKTOK,Organic / Always On,Organic,Stitch,Business,Neutral,Macro,9,341,TRUE,FALSE,61152,44389,38307,721,1223,1441,967,0.681777,0.015813
